###########Empire Titles###########

e_arzawa;Arzawa;;;;;;;;;;;;;x
e_arzawa_adj;Arzawan;;;;;;;;;;;;;x

###########Kingdom Titles###########

k_wilusa;Wilusa;;;;;;;;;;;;;x
k_wilusa_adj;Wilusan;;;;;;;;;;;;;x
k_arzawa;Arzawa;;;;;;;;;;;;;x
k_arzawa_adj;Arzawan;;;;;;;;;;;;;x
k_lukka;Lukka;;;;;;;;;;;;;x
k_lukka_adj;Lukkani;;;;;;;;;;;;;x
k_ahhiyawa;Ahhiyawa;;;;;;;;;;;;;x
k_ahhiyawa_adj;Ahhiyawani;;;;;;;;;;;;;x

###########Duchy Titles###########

d_wilusa;Wilusa;;;;;;;;;;;;;x
d_wilusa_adj;Wilusan;;;;;;;;;;;;;x
d_lazpa;Lazpa;;;;;;;;;;;;;x
d_lazpa_adj;Lazpan;;;;;;;;;;;;;x
d_kyzikos;Kyzikos;;;;;;;;;;;;;x
d_kyzikos_adj;Kyzikosi;;;;;;;;;;;;;x
d_mysia;Mysia;;;;;;;;;;;;;x
d_mysia_adj;Mysian;;;;;;;;;;;;;x
d_arzawa;Arzawa;;;;;;;;;;;;;x
d_arzawa_adj;Arzawan;;;;;;;;;;;;;x
d_masa;Masa;;;;;;;;;;;;;x
d_masa_adj;Masani;;;;;;;;;;;;;x
d_kuwaliya;Kuwaliya;;;;;;;;;;;;;x
d_kuwaliya_adj;Kuwaliyani;;;;;;;;;;;;;x
d_lukka;Lukka;;;;;;;;;;;;;x
d_lukka_adj;Lukkani;;;;;;;;;;;;;x
d_sfard;Sfard;;;;;;;;;;;;;x
d_sfard_adj;Sfardí;;;;;;;;;;;;;x
d_apasa;Apasa;;;;;;;;;;;;;x
d_apasa_adj;Apasani;;;;;;;;;;;;;x
d_karkiya;Karkiya;;;;;;;;;;;;;x
d_karkiya_adj;Karkiyan;;;;;;;;;;;;;x

###########Counties Titles###########

c_truwisa;Truwisa;;;;;;;;;;;;;x
c_truwisa_adj;Truwisan;;;;;;;;;;;;;x
c_dardania;Dardania;;;;;;;;;;;;;x
c_dardania_adj;Dardanian;;;;;;;;;;;;;x
c_tenedos;Tenedos;;;;;;;;;;;;;x
c_tenedos_adj;Tenedosani;;;;;;;;;;;;;x
c_abydos;Abydos;;;;;;;;;;;;;x
c_abydos_adj;Abydosai;;;;;;;;;;;;;x
c_adramyttion;Adramyttion;;;;;;;;;;;;;x
c_adramyttion_adj;Adramyttionai;;;;;;;;;;;;;x
c_thebe;Thebe;;;;;;;;;;;;;x
c_thebe_adj;Theben;;;;;;;;;;;;;x
c_lazpa;Lazpa;;;;;;;;;;;;;x
c_lazpa_adj;Lazpan;;;;;;;;;;;;;x
c_kyzikos;Kyzikos;;;;;;;;;;;;;x
c_kyzikos_adj;Kyzikosi;;;;;;;;;;;;;x
c_aisepos;Aisepos;;;;;;;;;;;;;x
c_aisepos_adj;Aiseposi;;;;;;;;;;;;;x
c_apaliassos;Apaliassos;;;;;;;;;;;;;x
c_apaliassos_adj;Apaliassosai;;;;;;;;;;;;;x
c_seha;Seha;;;;;;;;;;;;;x
c_seha_adj;Sehani;;;;;;;;;;;;;x
c_mysia;Mysia;;;;;;;;;;;;;x
c_mysia_adj;Mysian;;;;;;;;;;;;;x
c_lurnessos;Lurnessos;;;;;;;;;;;;;x
c_lurnessos_adj;Lurnessosani;;;;;;;;;;;;;x
c_phokaia;Phókaia;;;;;;;;;;;;;x
c_phokaia_adj;Phókaian;;;;;;;;;;;;;x
c_ijalanda;Ijalanda;;;;;;;;;;;;;x
c_ijalanda_adj;Ijalandani;;;;;;;;;;;;;x
c_assuwa;Assuwa;;;;;;;;;;;;;x
c_assuwa_adj;Assuwan;;;;;;;;;;;;;x
c_arawana;Arawana;;;;;;;;;;;;;x
c_arawana_adj;Arawanai;;;;;;;;;;;;;x
c_sunnada;Sunnada;;;;;;;;;;;;;x
c_sunnada_adj;Sunnadani;;;;;;;;;;;;;x
c_hulana;Hulana;;;;;;;;;;;;;x
c_hulana_adj;Hulanani;;;;;;;;;;;;;x
c_karkisa;Karkisa;;;;;;;;;;;;;x
c_karkisa_adj;Karkisan;;;;;;;;;;;;;x
c_masa;Masa;;;;;;;;;;;;;x
c_masa_adj;Masani;;;;;;;;;;;;;x
c_partahuina;Partahuina;;;;;;;;;;;;;x
c_partahuina_adj;Partahuinae;;;;;;;;;;;;;x
c_salawassa;Salawassa;;;;;;;;;;;;;x
c_salawassa_adj;Salawassa;;;;;;;;;;;;;x
c_kelenai;Kelenai;;;;;;;;;;;;;x
c_kelenai_adj;Kelenai;;;;;;;;;;;;;x
c_lukka;Lukka;;;;;;;;;;;;;x
c_lukka_adj;Lukkani;;;;;;;;;;;;;x
c_pisidia;Pisidia;;;;;;;;;;;;;x
c_pisidia_adj;Pisidian;;;;;;;;;;;;;x
c_arnna;Arnna;;;;;;;;;;;;;x
c_arnna_adj;Arnnani;;;;;;;;;;;;;x
c_pattara;Pattara;;;;;;;;;;;;;x
c_pattara_adj;Pattarani;;;;;;;;;;;;;x
c_kibyra;Kibyra;;;;;;;;;;;;;x
c_kibyra_adj;Kibyrani;;;;;;;;;;;;;x
c_parha;Parha;;;;;;;;;;;;;x
c_parha_adj;Parhani;;;;;;;;;;;;;x
c_sfard;Sfard;;;;;;;;;;;;;x
c_sfard_adj;Sfardí;;;;;;;;;;;;;x
c_szapparanda;Szapparanda;;;;;;;;;;;;;x
c_szapparanda_adj;Szapparandani;;;;;;;;;;;;;x
c_puranda;Puranda;;;;;;;;;;;;;x
c_puranda_adj;Purandani;;;;;;;;;;;;;x
c_apasa;Apasa;;;;;;;;;;;;;x
c_apasa_adj;Apasani;;;;;;;;;;;;;x
c_erythrai;Erythrai;;;;;;;;;;;;;x
c_erythrai_adj;Erythraini;;;;;;;;;;;;;x
c_milawata;Milawata;;;;;;;;;;;;;x
c_milawata_adj;Milawatan;;;;;;;;;;;;;x
c_samos;Samos;;;;;;;;;;;;;x
c_samos_adj;Samosani;;;;;;;;;;;;;x
c_alos_karnos;Alos Karnos;;;;;;;;;;;;;x
c_alos_karnos_adj;Alos Karnosani;;;;;;;;;;;;;x
c_karia;Karia;;;;;;;;;;;;;x
c_karia_adj;Karia;;;;;;;;;;;;;x
c_khbide;Khbide;;;;;;;;;;;;;x
c_khbide_adj;Khbidean;;;;;;;;;;;;;x
c_knidos;Knidos;;;;;;;;;;;;;x
c_knidos_adj;Knidosani;;;;;;;;;;;;;x

###########Wilusan Baronies###########

b_wilusa;Wilusa;;;;;;;;;;;;;x
b_wilusa_adj;Wilusani;;;;;;;;;;;;;x
b_dardanos;Dardanos;;;;;;;;;;;;;x
b_dardanos_adj;Dardanosai;;;;;;;;;;;;;x
b_assos;Assos;;;;;;;;;;;;;x
b_assos_adj;Assosani;;;;;;;;;;;;;x
b_pedashash;Pedashash;;;;;;;;;;;;;x
b_pedashash_adj;Pedashashani;;;;;;;;;;;;;x
b_tenedos;Tenedos;;;;;;;;;;;;;x
b_tenedos_adj;Tenedosani;;;;;;;;;;;;;x
b_abydos;Abydos;;;;;;;;;;;;;x
b_abydos_adj;Abydosai;;;;;;;;;;;;;x
b_perkote;Perkote;;;;;;;;;;;;;x
b_perkote_adj;Perkotean;;;;;;;;;;;;;x
b_adramyttion;Adramyttion;;;;;;;;;;;;;x
b_adramyttion_adj;Adramyttionai;;;;;;;;;;;;;x
b_zeleia_ad;Zéleia Adramyttion;;;;;;;;;;;;;x
b_zeleia_ad_adj;Zéleian;;;;;;;;;;;;;x
b_thebe;Thebe;;;;;;;;;;;;;x
b_thebe_adj;Theben;;;;;;;;;;;;;x
b_antissa;Antissa;;;;;;;;;;;;;x
b_antissa_adj;Antissan;;;;;;;;;;;;;x
b_mithymna;Mithymna;;;;;;;;;;;;;x
b_mithymna_adj;Mithymnani;;;;;;;;;;;;;x
b_mytilini;Mytilíni;;;;;;;;;;;;;x
b_mytilini_adj;Mytilíniai;;;;;;;;;;;;;x
