###########New Hittite Kingdom###########

###########Empire Titles###########
emperor_hittite;Salihassu;;;;;;;;;;;;;x
empress_hittite;Tawananna;;;;;;;;;;;;;x

e_hittite_empire;Hassuwai Hattusa;;;;;;;;;;;;;x
e_hittite_empire_adj;Nešili;;;;;;;;;;;;;x

###########Kingdom Titles###########
king_hittite;Hassu;;;;;;;;;;;;;x
queen_hittite;Hassusara;;;;;;;;;;;;;x

k_hatti;Hatti;;;;;;;;;;;;;x
k_hatti_adj;Hatti;;;;;;;;;;;;;x
k_pala;Pala;;;;;;;;;;;;;x
k_pala_adj;Pala;;;;;;;;;;;;;x
k_tarhuntassa;Tarhuntassa;;;;;;;;;;;;;x
k_tarhuntassa_adj;Tarhassa;;;;;;;;;;;;;x
k_kizzuwatna;Kizzuwatna;;;;;;;;;;;;;x
k_kizzuwatna_adj;Kizzuwanti;;;;;;;;;;;;;x

###########Duchy Titles###########
duke_hittite;Maniyahha;;;;;;;;;;;;;x
duchess_hittite;Maniyahhasara;;;;;;;;;;;;;x

d_hatti;Hatti;;;;;;;;;;;;;x
d_hatti_adj;Hatti;;;;;;;;;;;;;x
d_ambara;Ambara;;;;;;;;;;;;;x
d_ambara_adj;Ambara;;;;;;;;;;;;;x
d_sarazzi_udne;Sarazzi Udne;;;;;;;;;;;;;x
d_sarazzi_udne;Sarazzi;;;;;;;;;;;;;x
d_kaska;Kaska;;;;;;;;;;;;;x
d_kaska_adj;Kaska;;;;;;;;;;;;;x
d_kalasma; Kalasma;;;;;;;;;;;;;x
d_kalasma_adj;Kalasi;;;;;;;;;;;;;x
d_kassiya;Kassiya;;;;;;;;;;;;;x
d_kassiya_adj;Kassi;;;;;;;;;;;;;x
d_kasula;Kasula;;;;;;;;;;;;;x
d_kasula_adj;Kasuli;;;;;;;;;;;;;x
d_tarhuntassa;Tarhuntassa;;;;;;;;;;;;;x
d_tarhuntassa_adj;Tarhuntasi;;;;;;;;;;;;;x
d_pitassa;Pitassa;;;;;;;;;;;;;x
d_pitassa_adj;Pitassi;;;;;;;;;;;;;x
d_kastaraya;Kastaraya;;;;;;;;;;;;;x
d_kastaraya_adj;Kastari;;;;;;;;;;;;;x
d_hulaya;Hulaya;;;;;;;;;;;;;x
d_hulaya;Hulayi;;;;;;;;;;;;;x
d_katerra_udne;Kattera Udne;;;;;;;;;;;;;x
d_katerra_udne_adj;Katteri;;;;;;;;;;;;;x
d_puruma;Puruma;;;;;;;;;;;;;x
d_puruma_adj;Purumi;;;;;;;;;;;;;x
d_mala;Mala;;;;;;;;;;;;;x
d_mala_adj;Malai;;;;;;;;;;;;;x
d_samura;Samura;;;;;;;;;;;;;x
d_samura_adj;Samura;;;;;;;;;;;;;x
d_tegarama;Tegarama;;;;;;;;;;;;;x
d_tegarama_adj;Tegaramu;;;;;;;;;;;;;x
d_marqasa;Marqasa;;;;;;;;;;;;;x
d_marqasa_adj;Marqasi;;;;;;;;;;;;;x

###########Counties Titles###########
count_hittite;Isha;;;;;;;;;;;;;x
countess_hittite;Ishassara;;;;;;;;;;;;;x

c_hattusa;Hattusa;;;;;;;;;;;;;x
c_hattusa_adj;Hatti;;;;;;;;;;;;;x
c_taskuriya;Taskuriya;;;;;;;;;;;;;x
c_taskuriya_adj;Taskuri;;;;;;;;;;;;;x
c_tuhuppiya;Tuhuppiya;;;;;;;;;;;;;x
c_tuhuppiya_adj;Tuhuppi;;;;;;;;;;;;;x
c_katapa;Katapa;;;;;;;;;;;;;x
c_katapa;Katapi;;;;;;;;;;;;;x
c_kanes;Kanes;;;;;;;;;;;;;x
c_kanes_adj;Kani;;;;;;;;;;;;;x
c_kapitra;Kapitra;;;;;;;;;;;;;x
c_kapitra_adj;Kapitri;;;;;;;;;;;;;x
c_kummaha;Kummaha;;;;;;;;;;;;;x
c_kummaha_adj;Kummahi;;;;;;;;;;;;;x
c_haburat;Haburat;;;;;;;;;;;;;x
c_haburat_adj;Haburati;;;;;;;;;;;;;x
c_pahhuwa;Pahhuwa;;;;;;;;;;;;;x
c_pahhuwa_adj;Pahhuwi;;;;;;;;;;;;;x
c_istitina;Istitina;;;;;;;;;;;;;x
c_istitina_adj;Istitini;;;;;;;;;;;;;x
c_masika;Masika;;;;;;;;;;;;;x
c_masika_adj;Masiki;;;;;;;;;;;;;x
c_zipishuna;Zipishuna;;;;;;;;;;;;;x
c_zipishuna_adj; Zipishuni;;;;;;;;;;;;;x
c_takkupta;Takkupta;;;;;;;;;;;;;x
c_takkupta_adj;Takkupti;;;;;;;;;;;;;x
c_samuha;Samuha;;;;;;;;;;;;;x
c_samuha_adj;Samuha;;;;;;;;;;;;;x
c_zalpa;Zalpa;;;;;;;;;;;;;x
c_zalpa_adj;Zalpi;;;;;;;;;;;;;x
c_sawit;Sawit;;;;;;;;;;;;;x
c_sawit_adj;Sawatti;;;;;;;;;;;;;x
c_kunanamit;Kunanamit;;;;;;;;;;;;;x
c_kunanamit_adj;Kunani;;;;;;;;;;;;;x
c_kalasma;Kalasmi;;;;;;;;;;;;;x
c_kalasma_adj;Kalasmi;;;;;;;;;;;;;x
c_tumanna;Tumanna;;;;;;;;;;;;;x
c_tumanna_adj;Tumanni;;;;;;;;;;;;;x
c_sappa;Sappa;;;;;;;;;;;;;x
c_sappa_adj;Sappani;;;;;;;;;;;;;x
c_altanna;Altanna;;;;;;;;;;;;;x
c_altanna_adj;Altanni;;;;;;;;;;;;;x
c_salatiwara;Salatiwara;;;;;;;;;;;;;x
c_salatiwara_adj;Salatiwari;;;;;;;;;;;;;x
c_athulissa;Athulissa;;;;;;;;;;;;;x
c_athulissa_adj;Athulissi;;;;;;;;;;;;;x
c_piddaniyasa;Piddaniyasa;;;;;;;;;;;;;x
c_piddaniyasa_adj;Piddaniyasi;;;;;;;;;;;;;x
c_kasula;Kasula;;;;;;;;;;;;;x
c_kasula_adj;Kasuli;;;;;;;;;;;;;x
c_istahara;Istahara;;;;;;;;;;;;;x
c_istahara_adj;Istahari;;;;;;;;;;;;;x
c_gassu;Gassu;;;;;;;;;;;;;x
c_gassu_adj;Gassi;;;;;;;;;;;;;x
c_sariya;Sariya;;;;;;;;;;;;;x
c_sariya_adj;Sariyi;;;;;;;;;;;;;x
c_tarhuntassa;Tarhuntassa;;;;;;;;;;;;;x
c_tarhuntassa_adj;Tarhuntassi;;;;;;;;;;;;;x
c_ura;Ura;;;;;;;;;;;;;x
c_ura_adj;Ura;;;;;;;;;;;;;x
c_saliya;Saliya;;;;;;;;;;;;;x
c_saliya_adj;Saliya-i;;;;;;;;;;;;;x
c_laanda;Laanda;;;;;;;;;;;;;x
