#Generic Land Titles#
barony;Citadel;;;;;;;;;;;;;x
barony_of;Citadel of;;;;;;;;;;;;;x
county;Lordship;;;;;;;;;;;;;x
county_of;Lordship of;;;;;;;;;;;;;x
duchy;Land;;;;;;;;;;;;;x
duchy_of;Land of;;;;;;;;;;;;;x
empire;Great Kingdom;;;;;;;;;;;;;x
empire_of;Great Kingdom of;;;;;;;;;;;;;x

#Generic Character Titles#
baron;Master;;;;;;;;;;;;;x
baron_female;Mistress;;;;;;;;;;;;;x
city_baron;Magistrate;;;;;;;;;;;;;x
city_baron_female;Magistrate;;;;;;;;;;;;;x
city_count;Lord Magistrate;;;;;;;;;;;;;x
city_count_female;Lord Magistrate;;;;;;;;;;;;;x
count;Lord;;;;;;;;;;;;;x
count_female;Lady;;;;;;;;;;;;;x
duke;Petty King;;;;;;;;;;;;;x
duke_female;Petty Queen;;;;;;;;;;;;;x
emperor;Great King;;;;;;;;;;;;;x
emperor_female;Great Queen;;;;;;;;;;;;;x

#Artifacts#
armor_tier_1;Scale Armor;;;;;;;;;;;;;x
armor_tier_1_desc;A basic set of armor made up of many small bronze scales linked together.;;;;;;;;;;;;;x
armor_tier_2;Bronze Panoply;;;;;;;;;;;;;x
armor_tier_2_desc;More protective then scales, this set of armor is made from great plates of solid bronze linked together.;;;;;;;;;;;;;x
sword_tier_3_vengeance_desc;Forged with the the finest copper and tin available, the sword was named Vengeance, to bring certain doom to any traitor.;;;;;;;;;;;;;x

#Laws#
ze_administration_laws_0;Oligarchic Administration;;;;;;;;;;;;;x
ze_administration_laws_0_option;Oligarchic;;;;;;;;;;;;;x
ze_administration_laws_0_desc;An oligarchic society is a hierarchy of local rulers and their court, where each person in the system owes fealty to those directly above and commands those directly below. It is the way most smaller states work, and it means that the ruler depends greatly on the loyalty of [Player.GetHerHis] more powerful vassals.;;;;;;;;;;;;;x

ze_administration_laws_1;Stately Administration;;;;;;;;;;;;;x
ze_administration_laws_1_option;Stately;;;;;;;;;;;;;x
