###########Mycenaean and Early Classical Greece###########

###########Empire Titles###########

e_greek_empire;Pan-Akhaios;;;;;;;;;;;;;x
e_greek_empire_adj;Akhaios;;;;;;;;;;;;;x

###########Kingdom Titles###########

k_achaea;Akhaïa;;;;;;;;;;;;;x
k_achaea_adj;Akhaios;;;;;;;;;;;;;x
k_lakonia;Lákonía;;;;;;;;;;;;;x
k_lakonia_adj;Lákon;;;;;;;;;;;;;x
k_attica;Attika;;;;;;;;;;;;;x
k_attica_adj;Attikan;;;;;;;;;;;;;x
k_aiolia;Aiolía;;;;;;;;;;;;;x
k_aiolia_adj;Aiolían;;;;;;;;;;;;;x
k_aitolia;Aitolia;;;;;;;;;;;;;x
k_aitolia_adj;Aitolian;;;;;;;;;;;;;x
k_thraki;Thrâix;;;;;;;;;;;;;x
k_thraki_adj;Thraikós;;;;;;;;;;;;;x
k_krete;Krete;;;;;;;;;;;;;x
k_krete_adj;Kretan;;;;;;;;;;;;;x
k_aegea;Aigaîon Pélagos;;;;;;;;;;;;;x
k_aegea_adj;Aigaîon Pélagosi;;;;;;;;;;;;;x

###########Duchy Titles###########

d_achaea;Akhaïa;;;;;;;;;;;;;x
d_achaea_adj;Akhaean;;;;;;;;;;;;;x
d_salamis;Salamína;;;;;;;;;;;;;x
d_salamis_adj;Salamite;;;;;;;;;;;;;x
d_elis;Elis;;;;;;;;;;;;;x
d_elis_adj;Elisite;;;;;;;;;;;;;x
d_arcadia;Arkadia;;;;;;;;;;;;;x
d_arcadia_adj;Arkadian;;;;;;;;;;;;;x
d_argolis;Argolís;;;;;;;;;;;;;x
d_argolis_adj;Argeios;;;;;;;;;;;;;x
d_lakonia;Lákonía;;;;;;;;;;;;;x
d_lakonia_adj;Lákon;;;;;;;;;;;;;x
d_kythera;Kuthera;;;;;;;;;;;;;x
d_kythera_adj;Kutheran;;;;;;;;;;;;;x
d_messenia;Messenia;;;;;;;;;;;;;x
d_messenia_adj;Messenian;;;;;;;;;;;;;x
d_attica;Attika;;;;;;;;;;;;;x
d_attica_adj;Attikan;;;;;;;;;;;;;x
d_boetica;Thebes;;;;;;;;;;;;;x
d_boetica_adj;Thebean;;;;;;;;;;;;;x
d_euvoia;Euvoia;;;;;;;;;;;;;x
d_euvoia_adj;Euvoian;;;;;;;;;;;;;x
d_knossos;Knossos;;;;;;;;;;;;;x
d_knossos_adj;Knossosani;;;;;;;;;;;;;x
d_lasynthos;Lasynthos;;;;;;;;;;;;;x
d_lasynthos_adj;Lasynthosi;;;;;;;;;;;;;x
d_ozolian_lokris;Ozolian Lokris;;;;;;;;;;;;;x
d_ozolian_lokris_adj;Lokri;;;;;;;;;;;;;x
d_ithake;Ithake;;;;;;;;;;;;;x
d_ithake_adj;Ithaki;;;;;;;;;;;;;x
d_phokis;Phokís;;;;;;;;;;;;;x
d_phokis_adj;Phokisian;;;;;;;;;;;;;x
d_malis;Malis;;;;;;;;;;;;;x
d_malis_adj;Maliei;;;;;;;;;;;;;x
d_dolopia;Dolopia;;;;;;;;;;;;;x
d_dolopia_adj;Dolopian;;;;;;;;;;;;;x
d_thessalia;Thessalía;;;;;;;;;;;;;x
d_thessalia_adj;Thessalían;;;;;;;;;;;;;x
